Reporter,Partner,Product categories,Indicator Type,Indicator,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Chad,World,Consumer goods,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Minerals,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Raw materials,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Capital goods,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Plastic or Rubber,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Vegetable,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Footwear,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Miscellaneous,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,...,...,Import,No. Of Import products,,,,,,,,,,,,,,,,,,,,,,,,,,,           2360.00,,,,,,,
Chad,...,...,Export,No. Of Export products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,...,...,Export,No. Of Export partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,France,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,             88.82,,,,,,,
Chad,World,Intermediate goods,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Textiles and Clothing,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Food Products,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Consumer goods,Import,Import(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,             81.47,,,,,,,
Chad,World,Transportation,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Raw materials,Import,Import(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,              2.35,,,,,,,
Chad,Unspecified,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,              9.30,,,,,,,
Chad,World,Hides and Skins,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,...,...,Development,Trade Balance (current US$ Mil),,          -1733.31,           -122.88,           -204.93,           -582.93,          -1081.15,           -718.42,          -1157.61,           -714.74,           -450.11,           -356.23,           -714.71,           -634.81,            530.02,            369.88,            -55.30,            672.10,             11.02,           -935.66,          -2016.40,           -598.63,           -247.03,           -212.88,           -193.25,           -188.84,           -185.21,           -171.18,           -221.54,           -234.13,           -258.25,           -233.63,           -250.82,           -252.72,           -223.65
Chad,...,...,Tariff,No. Of Tariff Agreement,,,,,,,,,,,,,,,,,,,,,,,,,,,              7.00,,,,,,,
Chad,World,Wood,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Mach and Elec,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,...,...,Development,GDP (current US$ Mil),,          10093.12,          11314.95,          11239.17,          10000.40,          10097.78,          10950.39,          13940.77,          12953.54,          12367.36,          12172.31,          10668.10,           9290.73,          10393.83,           8650.14,           7428.70,           6649.31,           4422.86,           2742.82,           1997.01,           1710.84,           1388.51,           1534.67,           1744.79,           1544.69,           1607.35,           1445.92,           1179.84,           1463.25,           1881.85,           1877.14,           1738.61,           1433.69,           1482.60
Chad,World,Metals,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,All Products,Tariff,Duty Free Imports (US$ Thousand),,,,,,,,,,,,,,,,,,,,,,,,,,,           1566.51,,,,,,,
Chad,Cameroon,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,             33.84,,,,,,,
Chad,World,Stone and Glass,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Intermediate goods,Import,Import(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,             38.40,,,,,,,
Chad,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,             13.93,,,,,,,
Chad,World,All Products,Import,Imports (in US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,            215.17,,,,,,,
Chad,World,Capital goods,Import,Import(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,             52.90,,,,,,,
Chad,World,All Products,Export,Exports (in US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,...,...,Import,No. Of Import partners,,,,,,,,,,,,,,,,,,,,,,,,,,,             64.00,,,,,,,
Chad,World,Fuels,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Chemicals,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Nigeria,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,             25.24,,,,,,,
Chad,World,Animal,Export,Export(US$ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Fuels,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     42.62,,,,,,,
Chad,World,Vegetable,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,      6.47,,,,,,,
Chad,World,Footwear,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,...,...,Trade Indicator,HH Market concentration index,,,,,,,,,,,,,,,,,,,,,,,,,,,      0.19,,,,,,,
Chad,World,Capital goods,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     13.57,,,,,,,
Chad,World,Consumer goods,Import,Import Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,     37.86,,,,,,,
Chad,World,Raw materials,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     19.02,,,,,,,
Chad,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     11.51,,,,,,,
Chad,World,Transportation,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Capital goods,Import,Import Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,     24.58,,,,,,,
Chad,...,...,Development,Trade Balance (% of GDP),,            -17.17,             -1.09,             -1.82,             -5.83,            -10.71,     -6.56,     -8.30,     -5.52,     -3.64,     -2.93,     -6.70,     -6.83,      5.10,      4.28,     -0.74,     10.11,      0.25,    -34.11,   -100.97,    -34.99,    -17.79,    -13.87,    -11.08,    -12.23,    -11.52,    -11.84,    -18.78,    -16.00,    -13.72,    -12.45,    -14.43,    -17.63,    -15.09
Chad,World,Food Products,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,All Products,Tariff,Duty Free Tariff Lines Share (%),,,,,,,,,,,,,,,,,,,,,,,,,,,      0.54,,,,,,,
Chad,World,Metals,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Wood,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Intermediate goods,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Intermediate goods,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     14.27,,,,,,,
Chad,World,Textiles and Clothing,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Mach and Elec,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Cameroon,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,     15.73,,,,,,,
Chad,World,Intermediate goods,Import,Import Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,     17.85,,,,,,,
Chad,...,...,Development,Trade in services (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,     21.55,     19.29,     13.33,     12.73,     15.48,     17.60,     20.01
Chad,World,Hides and Skins,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Minerals,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,All Products,Tariff,Simple Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     17.08,,,,,,,
Chad,World,Plastic or Rubber,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Miscellaneous,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,France,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,     41.28,,,,,,,
Chad,World,All Products,Tariff,Maximum Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     30.00,,,,,,,
Chad,World,All Products,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     14.58,,,,,,,
Chad,...,...,Trade Indicator,Index of export market penetration,,,,,,,,,,,,,,,,,,,,,,,,,,,      1.54,,,,,,,
Chad,Unspecified,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,      4.32,,,,,,,
Chad,World,Raw materials,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Consumer goods,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,     15.04,,,,,,,
Chad,...,...,Development,"GNI per capita, Atlas method (current US$)",,            660.00,            700.00,            680.00,            640.00,            730.00,    880.00,    980.00,    970.00,    960.00,    890.00,    910.00,    830.00,    700.00,    630.00,    530.00,    470.00,    340.00,    210.00,    200.00,    190.00,    180.00,    200.00,    220.00,    210.00,    200.00,    210.00,    220.00,    240.00,    330.00,    290.00,    270.00,    270.00,    270.00
Chad,Nigeria,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,     11.73,,,,,,,
Chad,World,Stone and Glass,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Capital goods,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Chemicals,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,...,...,Development,Trade (% of GDP),,             72.37,             74.57,             74.20,             73.58,             63.30,     66.56,     76.63,     72.65,     80.58,     80.68,     80.39,     77.11,     80.29,     84.73,     95.91,     85.85,    101.77,     83.38,    126.35,     64.32,     51.57,     50.51,     48.06,     49.31,     46.61,     55.70,     50.99,     42.65,     35.90,     36.35,     41.39,     45.19,     45.12
Chad,World,Consumer goods,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Animal,Export,Export Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,World,Raw materials,Import,Import Product share(%),,,,,,,,,,,,,,,,,,,,,,,,,,,      1.09,,,,,,,
